name,shirtnumber,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_id,team,leg
Chen Qiaozhu,15,LB,23-323,90,0,0,0,0,0,0,0,0,83,2,3,3,0.0,0.0,0.0,1,0,46,63,73.0,3,24,2,3,0,11,China PR,G2
Yao Wei,8,"CB,DM",25-330,90,0,0,0,0,1,0,0,0,69,0,1,0,0.0,0.0,0.0,0,0,51,62,82.3,4,37,0,1,1,11,China PR,G2
Wang Shanshan,11,CB,33-182,90,0,0,0,0,1,0,0,0,58,2,1,1,0.1,0.1,0.0,1,0,37,45,82.2,1,27,1,0,0,11,China PR,G2
Li Mengwen,2,RB,28-122,90,0,0,0,0,0,0,0,0,60,4,1,2,0.0,0.0,0.1,1,0,30,43,69.8,3,20,2,3,0,11,China PR,G2
Zhu Yu,1,GK,26-005,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,17,28,60.7,0,10,0,0,0,11,China PR,G2
Roselord Borgella,22,FW,30-118,90,0,0,0,0,0,0,0,0,27,1,1,0,0.0,0.0,0.1,1,0,10,21,47.6,0,18,1,1,1,11,Haiti,G2
Nérilia Mondésir,10,LW,24-192,90,0,0,0,0,3,0,0,0,35,2,0,0,0.2,0.2,0.0,5,0,12,20,60.0,1,23,1,7,3,11,Haiti,G2
Batcheba Louis,7,RW,26-043,63,0,0,0,0,1,0,0,0,30,5,0,1,0.1,0.1,0.0,1,0,8,14,57.1,4,16,0,6,3,11,Haiti,G2
Roseline Éloissaint,11,RW,24-158,27,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,1,0,6,9,66.7,4,7,0,0,0,11,Haiti,G2
Sherly Jeudy,9,"AM,DM",24-288,89,0,0,0,0,0,0,0,0,34,5,0,3,0.0,0.0,0.0,1,0,13,27,48.1,2,17,1,0,0,11,Haiti,G2
Shwendesky Joseph,17,DM,25-252,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.1,1,0,2,2,100.0,0,0,0,0,0,11,Haiti,G2
Dayana Pierre-Louis,19,DM,19-307,80,0,0,0,0,0,0,0,0,35,2,0,1,0.0,0.0,0.0,0,0,24,27,88.9,3,21,0,1,0,11,Haiti,G2
Dani Étienne,8,DM,22-193,10,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,7,11,63.6,0,6,0,1,1,11,Haiti,G2
Maudeline Moryl,5,DM,20-185,45,0,0,0,0,0,0,0,0,19,1,1,0,0.0,0.0,0.0,0,0,9,14,64.3,2,9,0,0,0,11,Haiti,G2
Melchie Dumornay,6,"AM,DM",19-345,45,0,0,0,0,2,1,1,0,30,0,0,1,0.4,0.4,0.0,0,0,11,24,45.8,1,21,2,1,0,11,Haiti,G2
Ruthny Mathurin,21,LB,22-195,80,0,0,0,0,0,0,0,0,51,3,1,1,0.0,0.0,0.0,0,0,36,44,81.8,5,23,0,0,0,11,Haiti,G2
Chelsea Surpris,2,RB,26-220,10,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,10,15,66.7,2,9,1,0,0,11,Haiti,G2
Kethna Louis,20,"CB,LB",26-357,90,0,0,0,0,1,0,0,0,79,2,1,1,0.0,0.0,0.3,0,0,41,65,63.1,7,52,3,0,0,11,Haiti,G2
Tabita Joseph,4,CB,19-318,90,0,0,0,0,0,0,0,0,74,5,2,0,0.0,0.0,0.0,0,0,44,61,72.1,2,55,2,1,0,11,Haiti,G2
Betina Petit-Frère,13,"RB,CB",19-361,90,0,0,0,0,0,0,0,0,61,2,1,1,0.0,0.0,0.0,0,0,40,54,74.1,4,31,0,0,0,11,Haiti,G2
Kerly Théus,1,GK,24-202,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,14,19,73.7,0,11,0,0,0,11,Haiti,G2
Stina Blackstenius,11,FW,27-174,88,1,0,0,0,2,1,0,0,22,0,0,0,0.7,0.7,0.1,2,0,10,12,83.3,1,15,1,7,2,12,Sweden,G2
Rebecka Blomqvist,15,FW,26-005,2,1,0,0,0,1,1,0,0,4,0,0,0,0.5,0.5,0.0,1,1,3,3,100.0,0,4,1,1,1,12,Sweden,G2
Fridolina Rolfö,18,LW,29-247,61,1,0,0,0,5,1,0,0,47,1,0,3,0.7,0.7,0.0,5,1,29,33,87.9,5,29,1,4,3,12,Sweden,G2
Olivia Schough,22,LW,32-140,29,0,0,0,0,1,0,0,0,13,0,1,1,0.1,0.1,0.0,1,0,5,9,55.6,1,4,0,1,0,12,Sweden,G2
Johanna Rytting Kaneryd,19,RW,26-167,74,0,0,0,0,0,0,0,0,41,3,1,1,0.0,0.0,0.1,1,0,14,22,63.6,1,18,1,6,1,12,Sweden,G2
Sofia Jakobsson,10,RW,33-097,16,0,1,0,0,1,1,0,0,12,0,0,1,0.1,0.1,0.5,1,1,5,8,62.5,2,7,3,1,0,12,Sweden,G2
Kosovare Asllani,9,AM,34-000,61,0,0,0,0,0,0,0,0,35,0,0,2,0.0,0.0,0.0,2,0,16,25,64.0,4,26,1,3,1,12,Sweden,G2
Madelen Janogy,7,AM,27-259,29,0,0,0,0,0,0,0,0,12,2,0,0,0.0,0.0,0.0,0,0,6,10,60.0,0,11,0,1,1,12,Sweden,G2
Elin Rubensson,23,DM,30-079,74,0,0,0,0,3,1,0,0,45,2,4,4,0.1,0.1,0.0,1,0,26,31,83.9,1,22,0,1,1,12,Sweden,G2
Caroline Seger,17,DM,38-132,16,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,11,12,91.7,0,7,0,0,0,12,Sweden,G2
Filippa Angeldahl,16,DM,26-015,90,0,0,0,0,2,0,0,0,75,4,2,2,0.0,0.0,0.1,4,0,47,60,78.3,11,41,1,3,3,12,Sweden,G2
Jonna Andersson,2,LB,30-208,90,0,2,0,0,1,0,0,0,52,1,1,1,0.0,0.0,1.1,5,2,29,44,65.9,1,24,0,1,1,12,Sweden,G2
Magdalena Eriksson,6,CB,29-324,90,0,0,0,0,0,0,0,0,41,0,2,1,0.0,0.0,0.0,1,0,26,31,83.9,0,25,0,0,0,12,Sweden,G2
Amanda Ilestedt,13,CB,30-193,90,2,0,0,0,3,2,0,0,50,1,1,1,1.0,1.0,0.2,3,1,30,38,78.9,2,27,0,0,0,12,Sweden,G2
Nathalie Björn,14,RB,26-086,90,0,0,0,0,2,0,0,0,106,1,1,2,0.2,0.2,0.0,5,1,65,93,69.9,7,50,3,1,0,12,Sweden,G2
Zećira Mušović,1,GK,27-064,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,12,19,63.2,0,9,0,0,0,12,Sweden,G2
Chiara Beccari,14,FW,18-305,74,0,0,0,0,1,0,0,0,33,0,1,0,0.1,0.1,0.0,2,0,16,22,72.7,1,18,0,0,0,12,Italy,G2
Valentina Giacinti,9,FW,29-208,16,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,0,0,2,3,66.7,0,3,0,0,0,12,Italy,G2
Barbara Bonansea,8,LW,32-046,58,0,0,0,0,0,0,0,0,29,1,0,3,0.0,0.0,0.0,2,0,5,16,31.3,1,10,0,0,0,12,Italy,G2
Annamaria Serturini,15,"RW,LW",25-077,32,0,0,0,0,0,0,0,0,20,1,0,2,0.0,0.0,0.0,3,0,9,16,56.3,1,10,0,0,0,12,Italy,G2
Sofia Cantore,7,"RW,LW",23-302,90,0,0,0,0,4,2,0,0,39,1,0,3,0.1,0.1,0.1,4,0,24,29,82.8,1,22,4,2,2,12,Italy,G2
Giulia Dragoni,16,AM,16-264,58,0,0,0,0,0,0,0,0,42,2,0,4,0.0,0.0,0.0,1,0,24,31,77.4,1,21,0,4,3,12,Italy,G2
Giada Greggi,20,AM,23-161,32,0,0,0,0,1,0,0,0,21,1,0,2,0.0,0.0,0.0,2,0,13,15,86.7,2,8,1,2,1,12,Italy,G2
Arianna Caruso,18,DM,23-265,70,0,0,0,0,2,0,0,0,40,3,1,4,0.1,0.1,0.0,3,0,17,25,68.0,1,11,0,1,0,12,Italy,G2
Valentina Cernoia,21,DM,32-037,20,0,0,0,0,0,0,0,0,20,3,0,0,0.0,0.0,0.1,1,0,15,16,93.8,1,9,0,0,0,12,Italy,G2
Manuela Giugliano,6,DM,25-345,90,0,0,0,0,1,0,0,0,63,5,1,1,0.0,0.0,0.1,3,0,37,54,68.5,4,32,1,1,0,12,Italy,G2
Lisa Boattin,17,LB,26-087,90,0,0,0,0,1,0,0,0,66,3,2,2,0.1,0.1,0.0,0,0,32,51,62.7,4,26,2,7,4,12,Italy,G2
Cecilia Salvai,23,CB,29-239,90,0,0,0,0,0,0,0,0,91,5,4,2,0.0,0.0,0.0,1,0,57,77,74.0,6,52,0,2,2,12,Italy,G2
Elena Linari,5,CB,29-105,90,0,0,0,0,0,0,0,0,55,3,3,1,0.0,0.0,0.0,0,0,40,42,95.2,1,29,0,0,0,12,Italy,G2
Lucia Di Guglielmo,4,RB,26-033,58,0,0,0,0,1,0,0,0,49,1,2,2,0.1,0.1,0.0,0,0,33,41,80.5,2,21,1,0,0,12,Italy,G2
Martina Lenzini,19,RB,25-006,32,0,0,0,0,0,0,0,0,28,0,1,0,0.0,0.0,0.0,0,0,19,25,76.0,0,10,0,0,0,12,Italy,G2
Francesca Durante,22,GK,26-167,90,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.0,0,0,42,45,93.3,0,31,0,0,0,12,Italy,G2
Kadidiatou Diani,11,FW,28-119,90,0,1,0,0,1,0,0,0,38,1,0,4,0.0,0.0,0.4,4,1,14,23,60.9,2,20,1,3,3,13,France,G2
Eugénie Le Sommer,9,FW,34-072,64,1,0,0,0,3,2,0,0,42,2,0,3,0.5,0.5,0.0,2,0,19,27,70.4,2,24,2,4,3,13,France,G2
Vicki Bècho,23,FW,19-299,26,0,0,0,0,1,0,0,0,20,1,0,2,0.1,0.1,0.2,2,0,10,15,66.7,2,11,1,2,2,13,France,G2
Selma Bacha,13,LM,22-262,90,0,1,0,0,4,0,0,0,55,2,0,3,0.1,0.1,0.2,2,1,25,37,67.6,2,25,2,2,2,13,France,G2
Sandie Toletti,6,CM,28-016,90,0,0,0,0,2,1,1,0,66,2,1,1,0.1,0.1,0.1,4,0,42,53,79.2,3,33,1,0,0,13,France,G2
Grace Geyoro,8,CM,26-027,90,0,0,0,0,1,1,0,0,59,7,0,2,0.1,0.1,0.1,8,0,38,46,82.6,6,31,1,1,1,13,France,G2
Kenza Dali,15,RM,31-363,86,0,0,0,0,4,1,1,0,49,1,1,0,0.2,0.2,0.2,2,0,19,34,55.9,2,21,2,2,1,13,France,G2
Léa Le Garrec,17,RM,30-020,4,0,0,0,0,1,1,0,0,11,1,0,2,0.0,0.0,0.0,0,0,1,4,25.0,0,5,0,0,0,13,France,G2
Sakina Karchaoui,7,LB,27-184,90,0,0,0,0,0,0,1,0,77,4,3,2,0.0,0.0,0.0,4,1,40,58,69.0,3,39,3,5,2,13,France,G2
Wendie Renard,3,CB,33-009,90,1,0,0,0,1,1,0,0,49,1,3,2,0.1,0.1,0.0,2,0,28,39,71.8,2,21,0,0,0,13,France,G2
Maëlle Lakrar,2,CB,23-063,90,0,0,0,0,0,0,0,0,44,5,4,1,0.0,0.0,0.0,1,0,19,32,59.4,2,16,0,0,0,13,France,G2
Ève Périsset,22,RB,28-217,90,0,0,0,0,1,0,0,0,95,6,2,1,0.0,0.0,0.0,1,0,53,80,66.3,6,26,0,0,0,13,France,G2
Pauline Peyraud-Magnin,16,GK,31-134,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,14,34,41.2,0,18,0,0,0,13,France,G2
Debinha,9,FW,31-282,85,1,0,0,0,1,1,0,0,43,1,1,3,0.5,0.5,0.3,3,0,15,25,60.0,1,25,2,6,2,13,Brazil,G2
Marta,10,FW,37-160,5,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,13,Brazil,G2
Geyse,18,FW,25-124,60,0,0,0,0,0,0,0,0,19,0,0,2,0.0,0.0,0.0,0,0,2,3,66.7,0,14,1,6,1,13,Brazil,G2
Andressa,7,FW,30-261,30,0,0,0,0,0,0,0,0,25,2,0,2,0.0,0.0,0.1,1,0,10,15,66.7,1,8,0,1,0,13,Brazil,G2
Adriana,11,LM,26-254,79,0,0,0,0,2,0,0,0,48,3,0,4,0.3,0.3,0.0,2,0,13,21,61.9,2,19,1,9,2,13,Brazil,G2
Beatriz,16,LM,29-224,11,0,0,0,0,0,0,0,0,11,5,0,0,0.0,0.0,0.0,0,0,0,5,0.0,0,2,1,1,0,13,Brazil,G2
Luana,5,CM,30-088,90,0,0,0,0,2,0,1,0,70,2,2,4,0.3,0.3,0.0,1,0,32,47,68.1,4,26,2,0,0,13,Brazil,G2
Kerolin,21,CM,23-254,90,0,0,0,0,3,0,0,0,51,2,0,2,0.4,0.4,0.3,6,1,28,32,87.5,4,28,1,5,2,13,Brazil,G2
Ary Borges,17,RM,23-213,85,0,0,0,0,1,0,0,0,44,3,0,0,0.0,0.0,0.1,4,0,24,32,75.0,4,16,0,1,0,13,Brazil,G2
Ana Vitória,8,RM,23-145,5,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,1,0,13,Brazil,G2
Tamires,6,LB,35-292,90,0,0,0,0,0,0,0,0,78,4,1,4,0.0,0.0,0.0,1,0,34,63,54.0,3,14,1,1,1,13,Brazil,G2
Rafaelle,4,CB,32-041,90,0,0,0,0,0,0,0,0,56,1,2,0,0.0,0.0,0.0,0,0,30,41,73.2,2,19,0,0,0,13,Brazil,G2
Lauren,14,CB,20-319,90,0,0,0,0,0,0,0,0,48,2,2,1,0.0,0.0,0.0,0,0,24,40,60.0,3,23,0,1,1,13,Brazil,G2
Antônia,2,RB,29-094,84,0,0,0,0,1,1,0,0,63,4,1,1,0.0,0.0,0.0,0,0,28,47,59.6,5,20,1,1,0,13,Brazil,G2
Mônica,19,RB,45-116,6,0,0,0,0,1,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,7,8,87.5,0,4,0,0,0,13,Brazil,G2
Letícia Izidoro,12,GK,28-350,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,26,34,76.5,0,13,0,0,0,13,Brazil,G2
Lineth Cedeño,19,FW,22-236,64,0,0,0,0,0,0,0,0,25,1,0,4,0.0,0.0,0.0,0,0,9,10,90.0,1,9,0,1,0,14,Panama,G2
Karla Riley,9,FW,25-314,26,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.1,1,0,9,14,64.3,2,5,0,0,0,14,Panama,G2
Riley Tanner,13,LW,23-287,90,0,0,0,0,1,0,0,0,36,2,0,2,0.1,0.1,0.0,0,0,9,16,56.3,2,18,3,7,4,14,Panama,G2
Emily Cedeño,7,RW,19-249,90,0,0,0,0,2,0,1,0,48,4,0,0,0.1,0.1,0.0,4,0,14,28,50.0,3,26,3,7,2,14,Panama,G2
Marta Cox,10,AM,26-009,90,0,0,0,0,5,3,0,0,67,3,1,0,0.2,0.2,0.1,5,0,25,53,47.2,8,32,2,3,3,14,Panama,G2
Schiandra González,8,DM,28-025,77,0,0,0,0,3,0,0,0,34,1,0,0,0.1,0.1,0.0,1,0,25,29,86.2,2,13,0,0,0,14,Panama,G2
Carmen Montenegro,14,DM,22-236,13,0,0,0,0,0,0,0,0,10,1,1,1,0.0,0.0,0.0,1,0,4,4,100.0,0,3,0,0,0,14,Panama,G2
Deysiré Salazar,6,DM,19-086,45,0,0,0,0,0,0,1,0,27,3,2,4,0.0,0.0,0.0,0,0,10,15,66.7,3,9,0,1,1,14,Panama,G2
Aldrith Quintero,20,DM,21-209,45,0,0,0,0,1,0,0,0,34,3,0,0,0.1,0.1,0.0,1,0,19,28,67.9,4,14,0,0,0,14,Panama,G2
Carina Baltrip-Reyes,23,LB,25-028,86,0,0,0,0,0,0,0,0,48,0,0,2,0.0,0.0,0.0,0,0,32,42,76.2,2,22,0,1,1,14,Panama,G2
Hilary Jaén,2,LB,20-334,4,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,3,0,1,1,14,Panama,G2
Yomira Pinzón,5,CB,26-340,90,0,0,0,0,0,0,0,0,58,3,1,2,0.0,0.0,0.0,2,0,30,43,69.8,3,24,1,2,2,14,Panama,G2
Wendy Natis,3,CB,20-344,90,0,0,0,0,1,1,0,0,54,2,1,4,0.0,0.0,0.0,0,0,23,41,56.1,1,22,0,0,0,14,Panama,G2
Katherine Castillo,4,RB,27-128,90,0,0,0,0,0,0,0,0,62,4,4,0,0.0,0.0,0.0,4,0,35,45,77.8,3,21,1,0,0,14,Panama,G2
Yenith Bailey,12,GK,22-122,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,26,32,81.3,0,24,0,0,0,14,Panama,G2
Kayla McKenna,22,FW,26-329,79,0,0,0,0,0,0,0,0,25,0,0,2,0.0,0.0,0.1,3,0,11,15,73.3,2,15,0,1,1,14,Jamaica,G2
Kameron Simmonds,9,FW,19-235,11,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,1,0,1,2,50.0,0,3,1,1,1,14,Jamaica,G2
Jody Brown,10,"LM,LW",21-104,79,0,0,0,0,0,0,0,0,41,1,0,2,0.0,0.0,0.2,3,0,22,27,81.5,6,41,5,9,5,14,Jamaica,G2
Solai Washington,2,LW,17-301,11,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,2,0,2,3,66.7,0,5,0,2,1,14,Jamaica,G2
Drew Spence,8,"CM,DM",30-279,90,0,0,0,0,5,0,0,0,62,2,1,2,0.3,0.3,0.1,11,0,30,44,68.2,9,36,2,8,6,14,Jamaica,G2
Atlanta Primus,20,"CM,AM",26-099,86,0,0,0,0,5,0,0,0,39,1,0,1,0.3,0.3,0.0,3,0,21,27,77.8,1,20,0,4,3,14,Jamaica,G2
Peyton McNamara,7,AM,21-157,4,0,0,0,0,1,1,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,2,0,1,1,14,Jamaica,G2
Trudi Carter,18,RM,28-253,64,0,1,0,0,2,0,0,0,36,1,1,2,0.2,0.2,0.3,6,2,12,19,63.2,0,19,2,4,2,14,Jamaica,G2
Cheyna Matthews,21,RW,29-261,26,0,0,0,0,1,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,3,8,37.5,0,11,2,3,2,14,Jamaica,G2
Vyan Sampson,3,DM,27-027,90,0,0,0,0,2,1,0,0,44,2,3,0,0.1,0.1,0.0,2,0,22,34,64.7,3,21,0,1,1,14,Jamaica,G2
Deneisha Blackwood,14,LB,26-144,90,0,0,0,0,1,0,1,0,62,3,2,1,0.0,0.0,0.0,1,0,32,48,66.7,5,28,2,2,1,14,Jamaica,G2
Chantelle Swaby,4,CB,24-357,90,0,0,0,0,1,1,0,0,53,2,3,1,0.0,0.0,0.0,2,0,29,39,74.4,0,30,0,0,0,14,Jamaica,G2
Allyson Swaby,17,CB,26-299,90,1,0,0,0,1,1,0,0,46,0,1,1,0.1,0.1,0.0,0,0,28,37,75.7,0,28,0,0,0,14,Jamaica,G2
Tiffany Cameron,15,RB,31-286,86,0,0,0,0,1,0,0,0,58,2,1,1,0.1,0.1,0.0,2,0,31,47,66.0,2,24,1,3,2,14,Jamaica,G2
Tiernny Wiltshire,19,RB,25-082,4,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,1,1,14,Jamaica,G2
Rebecca Spencer,13,GK,32-157,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,28,33,84.8,0,24,0,0,0,14,Jamaica,G2
Park Eun-sun,13,FW,36-217,68,0,0,0,0,2,0,0,0,25,0,0,1,0.3,0.3,0.1,1,0,7,18,38.9,1,9,0,0,0,15,Korea Republic,G2
Jeon Eun-ha,14,FW,30-183,22,0,0,0,0,1,0,0,0,14,1,0,0,0.1,0.1,0.1,3,0,6,8,75.0,2,7,1,3,3,15,Korea Republic,G2
Son Hwa-yeon,7,FW,26-137,45,0,0,0,0,2,0,0,0,20,0,0,0,0.3,0.3,0.0,2,0,9,14,64.3,1,10,1,2,2,15,Korea Republic,G2
Choe Yu-ri,11,FW,28-317,45,0,0,0,0,0,0,0,0,29,2,0,1,0.0,0.0,0.0,3,0,9,20,45.0,2,14,1,5,2,15,Korea Republic,G2
Cho So-hyun,8,CM,35-036,90,0,0,0,0,1,0,0,0,60,1,1,0,0.1,0.1,0.0,3,0,32,48,66.7,7,21,0,4,0,15,Korea Republic,G2
Ji So-yun,10,CM,32-159,90,0,0,0,0,2,0,0,0,93,3,1,3,0.1,0.1,0.1,3,0,60,80,75.0,13,44,4,0,0,15,Korea Republic,G2
Lee Geum-min,9,CM,29-114,87,0,0,0,0,2,0,0,0,45,3,1,1,0.1,0.1,0.0,1,0,20,26,76.9,2,15,0,2,0,15,Korea Republic,G2
Chun Ga-ram,15,CM,20-284,3,0,0,0,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,15,Korea Republic,G2
Jang Sel-gi,16,WB,29-060,90,0,0,0,0,1,0,0,0,90,2,1,1,0.0,0.0,0.1,3,0,63,80,78.8,6,36,2,2,1,15,Korea Republic,G2
Choo Hyo-joo,2,WB,23-001,45,0,0,0,0,1,0,0,0,16,2,2,1,0.1,0.1,0.3,2,0,6,9,66.7,0,6,0,0,0,15,Korea Republic,G2
Moon Mi-ra,12,WB,31-152,45,0,0,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.0,1,0,10,13,76.9,4,9,1,0,0,15,Korea Republic,G2
Shim Seo-yeon,4,CB,34-106,90,0,0,0,0,0,0,0,0,83,3,0,1,0.0,0.0,0.0,0,0,63,74,85.1,10,47,2,0,0,15,Korea Republic,G2
Hong Hye-ji,3,CB,26-339,83,0,0,0,0,1,0,0,0,59,0,1,1,0.1,0.1,0.0,1,0,40,55,72.7,2,37,1,0,0,15,Korea Republic,G2
Casey Phair,19,CB,16-031,7,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.0,0,0,0,1,0.0,0,3,0,0,0,15,Korea Republic,G2
Kim Hye-ri,20,CB,33-035,90,0,0,0,0,0,0,0,0,59,3,0,3,0.0,0.0,0.2,2,0,35,48,72.9,4,16,0,2,1,15,Korea Republic,G2
Kim Jung-mi,18,GK,38-287,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,15,Korea Republic,G2
Ibtissam Jraïdi,9,FW,30-233,73,1,0,0,0,2,1,0,0,20,0,0,0,0.2,0.2,0.0,3,0,5,12,41.7,0,10,1,2,1,15,Morocco,G2
Rosella Ayane,23,FW,27-136,17,0,0,0,0,1,0,0,0,8,0,0,0,0.3,0.3,0.0,0,0,0,1,0.0,0,4,1,0,0,15,Morocco,G2
Salma Amani,8,FW,33-244,68,0,0,0,0,1,0,0,0,31,2,0,1,0.5,0.5,0.0,1,1,16,20,80.0,2,21,0,1,0,15,Morocco,G2
Sarah Kassi,4,CM,19-324,22,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,15,Morocco,G2
Fatima Tagnaout,11,LM,24-191,79,0,0,0,0,0,0,0,0,44,4,0,2,0.0,0.0,0.5,1,0,21,30,70.0,4,25,2,4,0,15,Morocco,G2
Sofia Bouftini,20,RM,21-186,11,0,0,0,0,1,0,0,0,8,1,1,1,0.2,0.2,0.0,0,0,3,5,60.0,0,4,1,1,0,15,Morocco,G2
Ghizlane Chebbak,7,"CM,FW",32-342,90,0,0,0,0,1,0,0,0,44,1,1,2,0.0,0.0,0.4,4,0,21,31,67.7,5,18,2,3,2,15,Morocco,G2
Élodie Nakkach,6,CM,28-191,79,0,0,0,0,1,0,0,0,37,3,0,2,0.0,0.0,0.0,0,0,15,27,55.6,1,14,0,5,3,15,Morocco,G2
Najat Badri,10,CM,35-072,11,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,1,1,15,Morocco,G2
Sakina Ouzraoui,19,"RM,LM",21-335,90,0,0,0,0,1,0,0,0,49,2,1,4,0.1,0.1,0.0,2,0,15,21,71.4,4,23,1,9,6,15,Morocco,G2
Zineb Redouani,2,LB,23-048,90,0,0,0,0,1,1,0,0,54,1,1,2,0.1,0.1,0.0,1,0,28,42,66.7,4,26,0,3,2,15,Morocco,G2
Nouhaila Benzina,3,CB,25-080,90,0,0,0,0,1,0,1,0,34,0,1,0,0.1,0.1,0.0,2,0,15,21,71.4,2,9,0,0,0,15,Morocco,G2
Nesryne El Chad,5,CB,20-139,90,0,0,0,0,0,0,0,0,33,2,1,2,0.0,0.0,0.0,0,0,11,18,61.1,0,11,0,0,0,15,Morocco,G2
Hanane Aït El Haj,17,RB,28-270,90,0,1,0,0,0,0,0,0,55,5,4,0,0.0,0.0,0.2,1,1,23,46,50.0,1,20,0,1,1,15,Morocco,G2
Khadija Er-Rmichi,1,GK,33-317,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,0,10,34,29.4,0,10,0,0,0,15,Morocco,G2
Alexandra Popp,11,FW,32-115,90,1,0,1,1,5,1,0,0,64,1,0,1,1.4,0.6,0.0,2,0,33,44,75.0,8,25,1,3,0,16,Germany,G2
Klara Bühl,19,LW,22-235,75,0,0,0,0,2,0,0,0,65,2,1,1,0.1,0.1,0.0,2,0,27,40,67.5,1,38,2,9,5,16,Germany,G2
Nicole Anyomi,16,LW,23-170,15,0,0,0,0,0,0,0,0,12,2,0,2,0.0,0.0,0.0,0,0,5,7,71.4,2,7,0,1,1,16,Germany,G2
Jule Brand,22,RW,20-287,90,0,0,0,0,0,0,0,0,62,3,2,4,0.0,0.0,0.0,1,0,26,34,76.5,6,35,1,7,1,16,Germany,G2
Lina Magull,20,AM,28-349,66,0,0,0,0,1,0,0,0,42,1,0,2,0.0,0.0,0.0,0,0,25,29,86.2,0,28,1,1,1,16,Germany,G2
Lea Schüller,7,AM,25-260,24,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,1,7,11,63.6,1,8,2,1,0,16,Germany,G2
Sara Däbritz,13,DM,28-165,90,0,0,0,0,1,0,0,0,70,2,0,2,0.0,0.0,0.0,4,0,46,53,86.8,7,44,2,5,2,16,Germany,G2
Lena Oberdorf,6,DM,21-223,90,0,0,0,0,3,0,1,0,90,6,4,2,0.2,0.2,0.0,5,1,56,70,80.0,12,37,2,6,5,16,Germany,G2
Chantal Hagel,2,LB,25-010,90,0,0,0,0,1,0,0,0,90,2,0,2,0.0,0.0,0.0,4,0,57,83,68.7,5,43,1,0,0,16,Germany,G2
Sara Doorsoun,23,CB,31-255,45,0,0,0,0,0,0,0,0,40,3,0,0,0.0,0.0,0.0,0,0,26,32,81.3,1,20,0,0,0,16,Germany,G2
Sjoeke Nüsken,15,CB,22-189,45,0,0,0,0,0,0,0,0,35,0,4,0,0.0,0.0,0.0,0,0,22,27,81.5,1,21,0,2,1,16,Germany,G2
Kathrin Hendrich,3,CB,31-115,90,0,0,0,0,0,0,0,0,100,0,1,1,0.0,0.0,0.0,1,0,80,95,84.2,10,74,1,0,0,16,Germany,G2
Svenja Huth,9,RB,32-186,90,0,0,0,0,0,0,0,0,66,6,3,0,0.0,0.0,0.0,1,0,43,55,78.2,3,31,1,0,0,16,Germany,G2
